"id","manifest"
"1084037","https://www.digital.archives.go.jp/api/iiif/1084037/manifest.json"
"1084045","https://www.digital.archives.go.jp/api/iiif/1084045/manifest.json"
"1084054","https://www.digital.archives.go.jp/api/iiif/1084054/manifest.json"
"1084061","https://www.digital.archives.go.jp/api/iiif/1084061/manifest.json"
"1084062","https://www.digital.archives.go.jp/api/iiif/1084062/manifest.json"
"1084095","https://www.digital.archives.go.jp/api/iiif/1084095/manifest.json"
"1084096","https://www.digital.archives.go.jp/api/iiif/1084096/manifest.json"
"1084098","https://www.digital.archives.go.jp/api/iiif/1084098/manifest.json"
"1084109","https://www.digital.archives.go.jp/api/iiif/1084109/manifest.json"
"1084119","https://www.digital.archives.go.jp/api/iiif/1084119/manifest.json"
"1084120","https://www.digital.archives.go.jp/api/iiif/1084120/manifest.json"
"1084121","https://www.digital.archives.go.jp/api/iiif/1084121/manifest.json"
"1084122","https://www.digital.archives.go.jp/api/iiif/1084122/manifest.json"
"1084135","https://www.digital.archives.go.jp/api/iiif/1084135/manifest.json"
"1084136","https://www.digital.archives.go.jp/api/iiif/1084136/manifest.json"
"1084145","https://www.digital.archives.go.jp/api/iiif/1084145/manifest.json"
"1084154","https://www.digital.archives.go.jp/api/iiif/1084154/manifest.json"
"1084156","https://www.digital.archives.go.jp/api/iiif/1084156/manifest.json"
"1084161","https://www.digital.archives.go.jp/api/iiif/1084161/manifest.json"
"1084162","https://www.digital.archives.go.jp/api/iiif/1084162/manifest.json"
"1084172","https://www.digital.archives.go.jp/api/iiif/1084172/manifest.json"
"1084246","https://www.digital.archives.go.jp/api/iiif/1084246/manifest.json"
"1084250","https://www.digital.archives.go.jp/api/iiif/1084250/manifest.json"
"1084251","https://www.digital.archives.go.jp/api/iiif/1084251/manifest.json"
"1084269","https://www.digital.archives.go.jp/api/iiif/1084269/manifest.json"
"1084274","https://www.digital.archives.go.jp/api/iiif/1084274/manifest.json"
"1084280","https://www.digital.archives.go.jp/api/iiif/1084280/manifest.json"
"1084286","https://www.digital.archives.go.jp/api/iiif/1084286/manifest.json"
"1084287","https://www.digital.archives.go.jp/api/iiif/1084287/manifest.json"
"1084288","https://www.digital.archives.go.jp/api/iiif/1084288/manifest.json"
"1084297","https://www.digital.archives.go.jp/api/iiif/1084297/manifest.json"
"1084302","https://www.digital.archives.go.jp/api/iiif/1084302/manifest.json"
"229160","https://www.digital.archives.go.jp/api/iiif/229160/manifest.json"
"2318283","https://www.digital.archives.go.jp/api/iiif/2318283/manifest.json"
"2318298","https://www.digital.archives.go.jp/api/iiif/2318298/manifest.json"
"3006753","https://www.digital.archives.go.jp/api/iiif/3006753/manifest.json"
"3532274","https://www.digital.archives.go.jp/api/iiif/3532274/manifest.json"
"3610681","https://www.digital.archives.go.jp/api/iiif/3610681/manifest.json"
"3610682","https://www.digital.archives.go.jp/api/iiif/3610682/manifest.json"
"3611065","https://www.digital.archives.go.jp/api/iiif/3611065/manifest.json"
"3611106","https://www.digital.archives.go.jp/api/iiif/3611106/manifest.json"
"3611456","https://www.digital.archives.go.jp/api/iiif/3611456/manifest.json"
"3611457","https://www.digital.archives.go.jp/api/iiif/3611457/manifest.json"
"3611465","https://www.digital.archives.go.jp/api/iiif/3611465/manifest.json"
"3611493","https://www.digital.archives.go.jp/api/iiif/3611493/manifest.json"
"3636282","https://www.digital.archives.go.jp/api/iiif/3636282/manifest.json"
"3636609","https://www.digital.archives.go.jp/api/iiif/3636609/manifest.json"
"3669262","https://www.digital.archives.go.jp/api/iiif/3669262/manifest.json"
"3669270","https://www.digital.archives.go.jp/api/iiif/3669270/manifest.json"
"3671891","https://www.digital.archives.go.jp/api/iiif/3671891/manifest.json"
"3672364","https://www.digital.archives.go.jp/api/iiif/3672364/manifest.json"
"3674762","https://www.digital.archives.go.jp/api/iiif/3674762/manifest.json"
"3742667","https://www.digital.archives.go.jp/api/iiif/3742667/manifest.json"
"3743237","https://www.digital.archives.go.jp/api/iiif/3743237/manifest.json"
"3743816","https://www.digital.archives.go.jp/api/iiif/3743816/manifest.json"
"3743920","https://www.digital.archives.go.jp/api/iiif/3743920/manifest.json"
"3743923","https://www.digital.archives.go.jp/api/iiif/3743923/manifest.json"
"3766019","https://www.digital.archives.go.jp/api/iiif/3766019/manifest.json"
"3769622","https://www.digital.archives.go.jp/api/iiif/3769622/manifest.json"
"3870550","https://www.digital.archives.go.jp/api/iiif/3870550/manifest.json"
"3871354","https://www.digital.archives.go.jp/api/iiif/3871354/manifest.json"
"3895338","https://www.digital.archives.go.jp/api/iiif/3895338/manifest.json"
"3895350","https://www.digital.archives.go.jp/api/iiif/3895350/manifest.json"
"3895692","https://www.digital.archives.go.jp/api/iiif/3895692/manifest.json"
"3900484","https://www.digital.archives.go.jp/api/iiif/3900484/manifest.json"
